"gram2" "gram3" "target" "newsFreq" "blogFreq" "twitterFreq"
"29972" "that" "awkward" "moment" 0 0 12
"29973" "no" "i" "have" 0 0 2
"29974" "the" "hell" "is" 0 0 12
"29975" "great" "time" "in" 0 0 3
"29976" "great" "time" "with" 0 0 3
"29977" "do" "it" "wrong" 0 0 2
"29978" "guess" "it" "time" 0 0 3
"29979" "no" "it" "the" 0 0 2
"29980" "guy" "on" "the" 0 0 3
"29981" "ha" "ha" "ha" 0 0 3
"29982" "had" "a" "dream" 0 0 3
"29983" "haha" "i" "just" 0 0 3
"29984" "half" "hour" "away" 0 0 3
"29985" "half" "way" "through" 0 0 3
"29986" "do" "right" "now" 0 0 2
"29987" "do" "small" "thing" 0 0 2
"29988" "happen" "to" "me" 0 0 3
"29989" "happen" "to" "us" 0 0 3
"29990" "happi" "as" "they" 0 0 3
"29991" "happi" "birthday" "you" 0 0 3
"29992" "happi" "for" "you" 0 0 3
"29993" "happi" "hour" "for" 0 0 3
"29994" "happi" "pi" "day" 0 0 3
"29995" "happi" "thanksgiv" "to" 0 0 3
"29996" "do" "they" "have" 0 0 2
"29997" "do" "this" "weekend" 0 0 2
"29998" "happi" "valentin" "day" 0 0 3
"29999" "happi" "veteran" "day" 0 0 3
"30000" "happili" "ever" "after" 0 0 3
"30001" "do" "we" "find" 0 0 2
"30002" "do" "we" "go" 0 0 2
"30003" "for" "follow" "me" 0 0 11
"30004" "do" "what" "it" 0 0 2
"30005" "has" "decid" "to" 0 0 3
"30006" "forward" "to" "it" 0 0 11
"30007" "hashtag" "for" "the" 0 0 3
"30008" "hate" "when" "i" 0 0 3
"30009" "hate" "when" "my" 0 0 3
"30010" "have" "a" "big" 0 0 3
"30011" "how" "was" "your" 0 0 11
"30012" "have" "a" "facebook" 0 0 3
"30013" "have" "a" "favorit" 0 0 3
"30014" "do" "you" "mind" 0 0 2
"30015" "not" "come" "to" 0 0 2
"30016" "not" "cool" "at" 0 0 2
"30017" "i" "love" "your" 0 0 11
"30018" "have" "a" "love" 0 0 3
"30019" "have" "a" "plan" 0 0 3
"30020" "have" "a" "show" 0 0 3
"30021" "not" "even" "an" 0 0 2
"30022" "have" "a" "whole" 0 0 3
"30023" "have" "ever" "heard" 0 0 3
"30024" "have" "i" "been" 0 0 3
"30025" "have" "no" "clue" 0 0 3
"30026" "have" "school" "tomorrow" 0 0 3
"30027" "just" "had" "a" 0 0 11
"30028" "just" "saw" "the" 0 0 11
"30029" "doesnt" "tri" "to" 0 0 2
"30030" "love" "you" "so" 0 0 11
"30031" "miss" "you" "too" 0 0 11
"30032" "have" "to" "sit" 0 0 3
"30033" "have" "to" "talk" 0 0 3
"30034" "have" "to" "wake" 0 0 3
"30035" "have" "to" "walk" 0 0 3
"30036" "have" "too" "much" 0 0 3
"30037" "have" "u" "been" 0 0 3
"30038" "have" "you" "as" 0 0 3
"30039" "thank" "you" "and" 0 0 11
"30040" "have" "you" "seen" 0 0 3
"30041" "dont" "either" "but" 0 0 2
"30042" "dont" "even" "think" 0 0 2
"30043" "dont" "expect" "it" 0 0 2
"30044" "not" "to" "miss" 0 0 2
"30045" "hear" "more" "about" 0 0 3
"30046" "today" "is" "the" 0 0 11
"30047" "help" "me" "find" 0 0 3
"30048" "help" "you" "with" 0 0 3
"30049" "henri" "david" "thoreau" 0 0 3
"30050" "here" "for" "a" 0 0 3
"30051" "here" "for" "you" 0 0 3
"30052" "whi" "are" "you" 0 0 11
"30053" "here" "we" "are" 0 0 3
"30054" "dont" "judg" "me" 0 0 2
"30055" "hey" "did" "you" 0 0 3
"30056" "you" "follow" "me" 0 0 11
"30057" "hey" "thank" "for" 0 0 3
"30058" "hey" "what" "up" 0 0 3
"30059" "dont" "like" "you" 0 0 2
"30060" "dont" "make" "the" 0 0 2
"30061" "hit" "you" "up" 0 0 3
"30062" "dont" "need" "a" 0 0 2
"30063" "home" "from" "work" 0 0 3
"30064" "hope" "everyon" "is" 0 0 3
"30065" "dont" "see" "you" 0 0 2
"30066" "dont" "send" "me" 0 0 2
"30067" "cake" "cake" "cake" 0 0 10
"30068" "cant" "believ" "it" 0 0 10
"30069" "hope" "to" "meet" 0 0 3
"30070" "follow" "me" "on" 0 0 10
"30071" "hope" "you" "and" 0 0 3
"30072" "dont" "think" "your" 0 0 2
"30073" "hope" "you" "got" 0 0 3
"30074" "for" "the" "weekend" 0 0 10
"30075" "dont" "you" "fuck" 0 0 2
"30076" "hope" "your" "day" 0 0 3
"30077" "good" "luck" "with" 0 0 10
"30078" "how" "i" "can" 0 0 3
"30079" "how" "i" "do" 0 0 3
"30080" "how" "i" "love" 0 0 3
"30081" "how" "it" "go" 0 0 3
"30082" "down" "for" "some" 0 0 2
"30083" "how" "long" "have" 0 0 3
"30084" "i" "miss" "my" 0 0 10
"30085" "how" "the" "hell" 0 0 3
"30086" "down" "to" "this" 0 0 2
"30087" "how" "we" "can" 0 0 3
"30088" "how" "your" "day" 0 0 3
"30089" "hurri" "up" "and" 0 0 3
"30090" "i" "absolut" "love" 0 0 3
"30091" "i" "actual" "like" 0 0 3
"30092" "i" "agre" "i" 0 0 3
"30093" "im" "so" "excit" 0 0 10
"30094" "drink" "in" "my" 0 0 2
"30095" "i" "alway" "feel" 0 0 3
"30096" "drive" "at" "the" 0 0 2
"30097" "i" "am" "do" 0 0 3
"30098" "i" "am" "good" 0 0 3
"30099" "drop" "in" "and" 0 0 2
"30100" "drop" "it" "like" 0 0 2
"30101" "drug" "that" "lead" 0 0 2
"30102" "dude" "i" "know" 0 0 2
"30103" "dude" "you" "have" 0 0 2
"30104" "i" "am" "with" 0 0 3
"30105" "make" "it" "to" 0 0 10
"30106" "duke" "is" "lose" 0 0 2
"30107" "i" "believ" "it" 0 0 3
"30108" "earli" "and" "often" 0 0 2
"30109" "i" "can" "count" 0 0 3
"30110" "easier" "to" "find" 0 0 2
"30111" "eat" "his" "lunch" 0 0 2
"30112" "eat" "in" "my" 0 0 2
"30113" "of" "it" "today" 0 0 2
"30114" "effort" "to" "be" 0 0 2
"30115" "i" "can" "work" 0 0 3
"30116" "sorri" "to" "hear" 0 0 10
"30117" "i" "cant" "do" 0 0 3
"30118" "email" "me" "for" 0 0 2
"30119" "email" "with" "your" 0 0 2
"30120" "end" "of" "april" 0 0 2
"30121" "i" "could" "help" 0 0 3
"30122" "end" "of" "my" 0 0 2
"30123" "i" "could" "say" 0 0 3
"30124" "end" "which" "i" 0 0 2
"30125" "i" "did" "i" 0 0 3
"30126" "i" "didnt" "see" 0 0 3
"30127" "i" "do" "believ" 0 0 3
"30128" "i" "do" "is" 0 0 3
"30129" "i" "do" "this" 0 0 3
"30130" "i" "do" "to" 0 0 3
"30131" "of" "my" "way" 0 0 2
"30132" "i" "dont" "use" 0 0 3
"30133" "i" "feel" "about" 0 0 3
"30134" "i" "feel" "you" 0 0 3
"30135" "entertain" "and" "inspir" 0 0 2
"30136" "whi" "do" "you" 0 0 10
"30137" "i" "find" "out" 0 0 3
"30138" "i" "follow" "back" 0 0 3
"30139" "even" "if" "we" 0 0 2
"30140" "of" "that" "so" 0 0 2
"30141" "even" "know" "if" 0 0 2
"30142" "i" "got" "done" 0 0 3
"30143" "i" "got" "in" 0 0 3
"30144" "even" "tri" "to" 0 0 2
"30145" "i" "got" "pickl" 0 0 3
"30146" "i" "gotta" "get" 0 0 3
"30147" "of" "the" "busi" 0 0 2
"30148" "ever" "have" "to" 0 0 2
"30149" "ever" "i" "wish" 0 0 2
"30150" "i" "hate" "how" 0 0 3
"30151" "i" "have" "enough" 0 0 3
"30152" "i" "have" "follow" 0 0 3
"30153" "to" "for" "the" 0 0 3
"30154" "i" "have" "one" 0 0 3
"30155" "everi" "day" "in" 0 0 2
"30156" "i" "have" "sent" 0 0 3
"30157" "i" "have" "that" 0 0 3
"30158" "everi" "time" "that" 0 0 2
"30159" "i" "have" "your" 0 0 3
"30160" "everybodi" "is" "a" 0 0 2
"30161" "i" "havent" "watch" 0 0 3
"30162" "i" "hear" "ya" 0 0 3
"30163" "for" "the" "retweet" 0 0 9
"30164" "for" "the" "support" 0 0 9
"30165" "go" "to" "miss" 0 0 9
"30166" "everyon" "have" "a" 0 0 2
"30167" "good" "to" "see" 0 0 9
"30168" "i" "just" "found" 0 0 3
"30169" "i" "just" "made" 0 0 3
"30170" "have" "a" "bless" 0 0 9
"30171" "hit" "me" "up" 0 0 9
"30172" "i" "just" "woke" 0 0 3
"30173" "i" "keep" "hear" 0 0 3
"30174" "i" "like" "better" 0 0 3
"30175" "i" "like" "him" 0 0 3
"30176" "i" "like" "your" 0 0 3
"30177" "i" "lost" "my" 0 0 3
"30178" "everyth" "you" "want" 0 0 2
"30179" "i" "love" "be" 0 0 3
"30180" "i" "thought" "you" 0 0 9
"30181" "i" "love" "what" 0 0 3
"30182" "i" "love" "ya" 0 0 3
"30183" "wonder" "what" "it" 0 0 2
"30184" "i" "may" "not" 0 0 3
"30185" "i" "meant" "to" 0 0 3
"30186" "i" "miss" "your" 0 0 3
"30187" "i" "need" "help" 0 0 3
"30188" "i" "need" "one" 0 0 3
"30189" "excit" "to" "watch" 0 0 2
"30190" "i" "never" "have" 0 0 3
"30191" "i" "never" "want" 0 0 3
"30192" "i" "onli" "have" 0 0 3
"30193" "i" "realiz" "i" 0 0 3
"30194" "keep" "up" "the" 0 0 9
"30195" "know" "how" "i" 0 0 9
"30196" "fact" "that" "we" 0 0 2
"30197" "i" "see" "peopl" 0 0 3
"30198" "i" "see" "the" 0 0 3
"30199" "i" "serious" "cant" 0 0 3
"30200" "i" "still" "believ" 0 0 3
"30201" "me" "know" "if" 0 0 9
"30202" "fall" "off" "the" 0 0 2
"30203" "of" "you" "bro" 0 0 2
"30204" "need" "to" "stop" 0 0 9
"30205" "i" "think" "peopl" 0 0 3
"30206" "fan" "of" "i" 0 0 2
"30207" "of" "you" "the" 0 0 2
"30208" "far" "the" "most" 0 0 2
"30209" "far" "too" "mani" 0 0 2
"30210" "rt" "thank" "for" 0 0 9
"30211" "i" "wanna" "do" 0 0 3
"30212" "i" "want" "for" 0 0 3
"30213" "so" "to" "my" 0 0 9
"30214" "i" "was" "afraid" 0 0 3
"30215" "off" "of" "work" 0 0 2
"30216" "i" "was" "never" 0 0 3
"30217" "favorit" "thing" "about" 0 0 2
"30218" "favorit" "thing" "in" 0 0 2
"30219" "the" "east" "coast" 0 0 9
"30220" "i" "will" "give" 0 0 3
"30221" "i" "will" "keep" 0 0 3
"30222" "i" "will" "let" 0 0 3
"30223" "i" "wish" "they" 0 0 3
"30224" "i" "wish" "you" 0 0 3
"30225" "offici" "day" "of" 0 0 2
"30226" "i" "wonder" "whi" 0 0 3
"30227" "tonight" "at" "the" 0 0 9
"30228" "i" "would" "if" 0 0 3
"30229" "i" "wouldnt" "do" 0 0 3
"30230" "id" "never" "let" 0 0 3
"30231" "id" "rather" "be" 0 0 3
"30232" "feel" "your" "pain" 0 0 2
"30233" "felt" "the" "same" 0 0 2
"30234" "few" "of" "your" 0 0 2
"30235" "oh" "no" "you" 0 0 2
"30236" "field" "trip" "to" 0 0 2
"30237" "if" "i" "wanna" 0 0 3
"30238" "fight" "on" "the" 0 0 2
"30239" "if" "i" "wasnt" 0 0 3
"30240" "figur" "it" "was" 0 0 2
"30241" "if" "so" "im" 0 0 3
"30242" "if" "u" "can" 0 0 3
"30243" "work" "with" "you" 0 0 9
"30244" "x" "x" "x" 0 0 9
"30245" "you" "at" "the" 0 0 9
"30246" "find" "a" "good" 0 0 2
"30247" "if" "your" "not" 0 0 3
"30248" "find" "myself" "want" 0 0 2
"30249" "you" "got" "it" 0 0 9
"30250" "find" "out" "whi" 0 0 2
"30251" "ill" "be" "on" 0 0 3
"30252" "ill" "be" "sure" 0 0 3
"30253" "ill" "keep" "you" 0 0 3
"30254" "finish" "a" "mi" 0 0 2
"30255" "im" "a" "big" 0 0 3
"30256" "im" "a" "fan" 0 0 3
"30257" "all" "i" "can" 0 0 8
"30258" "im" "at" "home" 0 0 3
"30259" "first" "draft" "of" 0 0 2
"30260" "am" "i" "the" 0 0 8
"30261" "im" "gonna" "miss" 0 0 3
"30262" "im" "in" "a" 0 0 3
"30263" "im" "in" "la" 0 0 3
"30264" "im" "in" "love" 0 0 3
"30265" "are" "you" "in" 0 0 8
"30266" "are" "you" "still" 0 0 8
"30267" "im" "move" "on" 0 0 3
"30268" "im" "not" "the" 0 0 3
"30269" "flight" "to" "san" 0 0 2
"30270" "im" "on" "it" 0 0 3
"30271" "focus" "on" "life" 0 0 2
"30272" "im" "realli" "like" 0 0 3
"30273" "im" "so" "piss" 0 0 3
"30274" "im" "so" "proud" 0 0 3
"30275" "im" "sorri" "i" 0 0 3
"30276" "im" "start" "to" 0 0 3
"30277" "im" "still" "in" 0 0 3
"30278" "im" "such" "a" 0 0 3
"30279" "im" "sure" "they" 0 0 3
"30280" "glad" "to" "see" 0 0 8
"30281" "follow" "me" "at" 0 0 2
"30282" "great" "to" "see" 0 0 8
"30283" "in" "a" "room" 0 0 3
"30284" "have" "a" "safe" 0 0 8
"30285" "follow" "me" "that" 0 0 2
"30286" "follow" "me" "u" 0 0 2
"30287" "in" "all" "thing" 0 0 3
"30288" "follow" "my" "other" 0 0 2
"30289" "hope" "you" "had" 0 0 8
"30290" "i" "appreci" "it" 0 0 8
"30291" "follow" "she" "is" 0 0 2
"30292" "follow" "the" "convers" 0 0 2
"30293" "in" "like" "a" 0 0 3
"30294" "in" "like" "day" 0 0 3
"30295" "follow" "those" "who" 0 0 2
"30296" "in" "nc" "i" 0 0 3
"30297" "in" "new" "orlean" 0 0 3
"30298" "i" "hate" "the" 0 0 8
"30299" "follow" "us" "on" 0 0 2
"30300" "follow" "we" "are" 0 0 2
"30301" "i" "hope" "the" 0 0 8
"30302" "follow" "when" "i" 0 0 2
"30303" "follow" "you" "are" 0 0 2
"30304" "foot" "in" "the" 0 0 2
"30305" "i" "miss" "the" 0 0 8
"30306" "i" "miss" "u" 0 0 8
"30307" "i" "need" "some" 0 0 8
"30308" "for" "a" "client" 0 0 2
"30309" "i" "wanna" "see" 0 0 8
"30310" "you" "about" "the" 0 0 2
"30311" "for" "a" "job" 0 0 2
"30312" "for" "a" "major" 0 0 2
"30313" "for" "a" "min" 0 0 2
"30314" "on" "set" "for" 0 0 2
"30315" "ill" "be" "in" 0 0 8
"30316" "ill" "be" "there" 0 0 8
"30317" "for" "a" "phone" 0 0 2
"30318" "on" "sunday" "and" 0 0 2
"30319" "you" "and" "a" 0 0 2
"30320" "you" "and" "on" 0 0 2
"30321" "in" "this" "game" 0 0 3
"30322" "in" "this" "morn" 0 0 3
"30323" "for" "adult" "with" 0 0 2
"30324" "you" "are" "but" 0 0 2
"30325" "you" "are" "dont" 0 0 2
"30326" "in" "your" "heart" 0 0 3
"30327" "in" "your" "hous" 0 0 3
"30328" "for" "be" "the" 0 0 2
"30329" "it" "thank" "for" 0 0 8
"30330" "for" "children" "with" 0 0 2
"30331" "for" "come" "in" 0 0 2
"30332" "for" "come" "out" 0 0 2
"30333" "just" "found" "out" 0 0 8
"30334" "introduc" "me" "to" 0 0 3
"30335" "is" "a" "bad" 0 0 3
"30336" "for" "draft" "and" 0 0 2
"30337" "is" "a" "matter" 0 0 3
"30338" "is" "a" "must" 0 0 3
"30339" "for" "follow" "back" 0 0 2
"30340" "make" "my" "day" 0 0 8
"30341" "moment" "when" "you" 0 0 8
"30342" "moment" "when" "your" 0 0 8
"30343" "for" "give" "us" 0 0 2
"30344" "is" "follow" "me" 0 0 3
"30345" "for" "have" "a" 0 0 2
"30346" "for" "help" "us" 0 0 2
"30347" "for" "his" "birthday" 0 0 2
"30348" "piss" "me" "off" 0 0 8
"30349" "is" "how" "you" 0 0 3
"30350" "see" "you" "in" 0 0 8
"30351" "for" "it" "would" 0 0 2
"30352" "so" "excit" "for" 0 0 8
"30353" "for" "just" "that" 0 0 2
"30354" "is" "it" "possibl" 0 0 3
"30355" "is" "it" "rain" 0 0 3
"30356" "for" "lunch" "and" 0 0 2
"30357" "is" "it" "true" 0 0 3
"30358" "thank" "to" "everyon" 0 0 8
"30359" "for" "make" "us" 0 0 2
"30360" "thank" "u" "for" 0 0 8
"30361" "on" "tuesday" "night" 0 0 2
"30362" "is" "my" "birthday" 0 0 3
"30363" "for" "me" "daddi" 0 0 2
"30364" "is" "no" "one" 0 0 3
"30365" "on" "twitter" "look" 0 0 2
"30366" "for" "me" "on" 0 0 2
"30367" "for" "me" "or" 0 0 2
"30368" "is" "on" "it" 0 0 3
"30369" "is" "on" "my" 0 0 3
"30370" "to" "all" "you" 0 0 8
"30371" "is" "out" "and" 0 0 3
"30372" "is" "piss" "me" 0 0 3
"30373" "is" "readi" "for" 0 0 3
"30374" "to" "check" "it" 0 0 8
"30375" "is" "so" "cute" 0 0 3
"30376" "for" "my" "mom" 0 0 2
"30377" "is" "still" "my" 0 0 3
"30378" "is" "the" "hardest" 0 0 3
"30379" "on" "your" "way" 0 0 2
"30380" "is" "the" "number" 0 0 3
"30381" "is" "the" "real" 0 0 3
"30382" "is" "there" "to" 0 0 3
"30383" "is" "to" "put" 0 0 3
"30384" "to" "you" "and" 0 0 8
"30385" "for" "our" "team" 0 0 2
"30386" "u" "so" "much" 0 0 8
"30387" "is" "what" "it" 0 0 3
"30388" "is" "what" "we" 0 0 3
"30389" "for" "right" "now" 0 0 2
"30390" "it" "a" "beauti" 0 0 3
"30391" "it" "a" "big" 0 0 3
"30392" "for" "sign" "up" 0 0 2
"30393" "it" "a" "night" 0 0 3
"30394" "it" "a" "total" 0 0 3
"30395" "it" "at" "least" 0 0 3
"30396" "it" "back" "on" 0 0 3
"30397" "it" "be" "it" 0 0 3
"30398" "for" "spring" "break" 0 0 2
"30399" "you" "dont" "understand" 0 0 2
"30400" "it" "bother" "me" 0 0 3
"30401" "for" "the" "add" 0 0 2
"30402" "it" "down" "for" 0 0 3
"30403" "one" "thing" "you" 0 0 2
"30404" "it" "funni" "that" 0 0 3
"30405" "alway" "love" "you" 0 0 7
"30406" "for" "the" "compliment" 0 0 2
"30407" "for" "the" "famili" 0 0 2
"30408" "it" "if" "it" 0 0 3
"30409" "for" "the" "finish" 0 0 2
"30410" "it" "is" "good" 0 0 3
"30411" "for" "the" "fun" 0 0 2
"30412" "for" "the" "gold" 0 0 2
"30413" "for" "the" "idea" 0 0 2
"30414" "are" "you" "guy" 0 0 7
"30415" "onli" "on" "camera" 0 0 2
"30416" "it" "is" "time" 0 0 3
"30417" "it" "is" "when" 0 0 3
"30418" "it" "lunch" "time" 0 0 3
"30419" "for" "the" "post" 0 0 2
"30420" "for" "the" "rd" 0 0 2
"30421" "for" "the" "recommend" 0 0 2
"30422" "it" "offici" "i" 0 0 3
"30423" "for" "the" "s" 0 0 2
"30424" "can" "you" "pleas" 0 0 7
"30425" "it" "onli" "a" 0 0 3
"30426" "come" "out" "and" 0 0 7
"30427" "did" "you" "see" 0 0 7
"30428" "for" "this" "weekend" 0 0 2
"30429" "do" "i" "need" 0 0 7
"30430" "it" "right" "now" 0 0 3
"30431" "for" "us" "and" 0 0 2
"30432" "do" "you" "do" 0 0 7
"30433" "it" "took" "a" 0 0 3
"30434" "for" "work" "now" 0 0 2
"30435" "everyon" "has" "a" 0 0 7
"30436" "it" "was" "fun" 0 0 3
"30437" "feel" "bad" "for" 0 0 7
"30438" "for" "you" "im" 0 0 2
"30439" "for" "you" "today" 0 0 2
"30440" "it" "will" "happen" 0 0 3
"30441" "for" "you" "what" 0 0 2
"30442" "for" "a" "free" 0 0 7
"30443" "for" "let" "me" 0 0 7
"30444" "for" "your" "continu" 0 0 2
"30445" "for" "mother" "day" 0 0 7
"30446" "for" "your" "futur" 0 0 2
"30447" "for" "the" "show" 0 0 7
"30448" "for" "the" "summer" 0 0 7
"30449" "for" "the" "tweet" 0 0 7
"30450" "join" "us" "at" 0 0 3
"30451" "join" "us" "today" 0 0 3
"30452" "glad" "you" "enjoy" 0 0 7
"30453" "just" "bought" "a" 0 0 3
"30454" "just" "came" "up" 0 0 3
"30455" "just" "give" "me" 0 0 3
"30456" "goe" "out" "to" 0 0 7
"30457" "great" "meet" "you" 0 0 7
"30458" "just" "had" "the" 0 0 3
"30459" "hate" "it" "when" 0 0 7
"30460" "have" "a" "new" 0 0 7
"30461" "have" "to" "check" 0 0 7
"30462" "havent" "been" "on" 0 0 7
"30463" "how" "about" "you" 0 0 7
"30464" "forward" "to" "this" 0 0 2
"30465" "how" "you" "do" 0 0 7
"30466" "just" "sent" "you" 0 0 3
"30467" "just" "sign" "up" 0 0 3
"30468" "i" "can" "help" 0 0 7
"30469" "just" "think" "about" 0 0 3
"30470" "just" "too" "good" 0 0 3
"30471" "just" "want" "you" 0 0 3
"30472" "i" "dont" "get" 0 0 7
"30473" "i" "havent" "seen" 0 0 7
"30474" "i" "know" "im" 0 0 7
"30475" "keep" "you" "post" 0 0 3
"30476" "keep" "your" "head" 0 0 3
"30477" "freedom" "is" "not" 0 0 2
"30478" "kill" "it" "at" 0 0 3
"30479" "kimber" "and" "sashacan" 0 0 3
"30480" "friday" "at" "am" 0 0 2
"30481" "know" "but" "i" 0 0 3
"30482" "friday" "so" "i" 0 0 2
"30483" "know" "i" "do" 0 0 3
"30484" "friend" "about" "my" 0 0 2
"30485" "know" "it" "a" 0 0 3
"30486" "know" "right" "i" 0 0 3
"30487" "you" "look" "for" 0 0 2
"30488" "friend" "on" "the" 0 0 2
"30489" "know" "what" "a" 0 0 3
"30490" "friend" "want" "to" 0 0 2
"30491" "im" "on" "my" 0 0 7
"30492" "im" "so" "happi" 0 0 7
"30493" "in" "a" "good" 0 0 7
"30494" "in" "the" "am" 0 0 7
"30495" "know" "you" "have" 0 0 3
"30496" "ladi" "and" "gentlemen" 0 0 3
"30497" "in" "the" "shower" 0 0 7
"30498" "last" "of" "the" 0 0 3
"30499" "out" "to" "play" 0 0 2
"30500" "is" "gonna" "be" 0 0 7
"30501" "out" "to" "you" 0 0 2
"30502" "let" "me" "put" 0 0 3
"30503" "is" "wrong" "with" 0 0 7
"30504" "is" "your" "favorit" 0 0 7
"30505" "it" "about" "time" 0 0 7
"30506" "out" "you" "can" 0 0 2
"30507" "like" "a" "plan" 0 0 3
"30508" "like" "have" "a" 0 0 3
"30509" "it" "would" "mean" 0 0 7
"30510" "fuck" "out" "of" 0 0 2
"30511" "like" "i" "like" 0 0 3
"30512" "like" "i" "miss" 0 0 3
"30513" "just" "woke" "up" 0 0 7
"30514" "fuck" "you" "fuck" 0 0 2
"30515" "like" "it" "thank" 0 0 3
"30516" "fuck" "you" "your" 0 0 2
"30517" "like" "the" "perfect" 0 0 3
"30518" "full" "of" "peopl" 0 0 2
"30519" "made" "my" "day" 0 0 7
"30520" "like" "to" "follow" 0 0 3
"30521" "me" "on" "twitter" 0 0 7
"30522" "meant" "to" "say" 0 0 7
"30523" "might" "as" "well" 0 0 7
"30524" "list" "of" "thing" 0 0 3
"30525" "listen" "to" "all" 0 0 3
"30526" "much" "for" "the" 0 0 7
"30527" "much" "to" "do" 0 0 7
"30528" "listen" "to" "you" 0 0 3
"30529" "lol" "i" "dont" 0 0 3
"30530" "lol" "i" "got" 0 0 3
"30531" "lol" "i" "know" 0 0 3
"30532" "not" "a" "fan" 0 0 7
"30533" "you" "see" "a" 0 0 2
"30534" "game" "with" "my" 0 0 2
"30535" "game" "with" "the" 0 0 2
"30536" "look" "for" "someth" 0 0 3
"30537" "look" "foward" "to" 0 0 3
"30538" "look" "into" "it" 0 0 3
"30539" "pass" "on" "the" 0 0 2
"30540" "gay" "club" "i" 0 0 2
"30541" "look" "like" "you" 0 0 3
"30542" "look" "so" "cute" 0 0 3
"30543" "get" "a" "bad" 0 0 2
"30544" "rt" "if" "you" 0 0 7
"30545" "see" "you" "on" 0 0 7
"30546" "see" "you" "tomorrow" 0 0 7
"30547" "send" "me" "a" 0 0 7
"30548" "love" "the" "new" 0 0 3
"30549" "get" "a" "shout" 0 0 2
"30550" "thank" "you" "veri" 0 0 7
"30551" "love" "to" "go" 0 0 3
"30552" "peopl" "like" "my" 0 0 2
"30553" "love" "you" "forev" 0 0 3
"30554" "love" "you" "mom" 0 0 3
"30555" "love" "your" "music" 0 0 3
"30556" "luck" "to" "you" 0 0 3
"30557" "the" "shout" "out" 0 0 7
"30558" "you" "think" "he" 0 0 2
"30559" "luther" "king" "jr" 0 0 3
"30560" "mad" "at" "me" 0 0 3
"30561" "think" "i" "just" 0 0 7
"30562" "get" "in" "and" 0 0 2
"30563" "to" "all" "our" 0 0 7
"30564" "make" "it" "up" 0 0 3
"30565" "make" "no" "sens" 0 0 3
"30566" "get" "it" "from" 0 0 2
"30567" "make" "you" "want" 0 0 3
"30568" "martin" "luther" "king" 0 0 3
"30569" "matter" "what" "happen" 0 0 3
"30570" "to" "go" "get" 0 0 7
"30571" "phone" "do" "you" 0 0 2
"30572" "get" "out" "my" 0 0 2
"30573" "to" "meet" "up" 0 0 7
"30574" "to" "my" "new" 0 0 7
"30575" "me" "about" "it" 0 0 3
"30576" "me" "and" "you" 0 0 3
"30577" "me" "at" "my" 0 0 3
"30578" "me" "back" "haha" 0 0 3
"30579" "to" "the" "gym" 0 0 7
"30580" "pick" "you" "up" 0 0 2
"30581" "to" "you" "too" 0 0 7
"30582" "me" "or" "my" 0 0 3
"30583" "up" "the" "good" 0 0 7
"30584" "wait" "for" "my" 0 0 7
"30585" "piec" "of" "shit" 0 0 2
"30586" "pierc" "the" "veil" 0 0 2
"30587" "get" "the" "word" 0 0 2
"30588" "way" "too" "much" 0 0 7
"30589" "me" "too" "but" 0 0 3
"30590" "me" "too" "lol" 0 0 3
"30591" "what" "are" "your" 0 0 7
"30592" "me" "up" "at" 0 0 3
"30593" "me" "what" "i" 0 0 3
"30594" "when" "are" "you" 0 0 7
"30595" "get" "up" "on" 0 0 2
"30596" "me" "with" "your" 0 0 3
"30597" "me" "your" "number" 0 0 3
"30598" "where" "is" "the" 0 0 7
"30599" "get" "when" "you" 0 0 2
"30600" "whi" "i" "love" 0 0 7
"30601" "get" "your" "vote" 0 0 2
"30602" "word" "with" "friend" 0 0 7
"30603" "yes" "yes" "yes" 0 0 7
"30604" "you" "are" "welcom" 0 0 7
"30605" "girl" "are" "so" 0 0 2
"30606" "mind" "to" "be" 0 0 3
"30607" "miss" "my" "friend" 0 0 3
"30608" "miss" "you" "to" 0 0 3
"30609" "more" "about" "it" 0 0 3
"30610" "girl" "is" "a" 0 0 2
"30611" "you" "pleas" "follow" 0 0 7
"30612" "you" "should" "follow" 0 0 7
"30613" "more" "money" "in" 0 0 3
"30614" "you" "veri" "much" 0 0 7
"30615" "girl" "went" "back" 0 0 2
"30616" "girl" "who" "can" 0 0 2
"30617" "girl" "with" "the" 0 0 2
"30618" "more" "than" "you" 0 0 3
"30619" "morn" "to" "u" 0 0 3
"30620" "a" "shout" "out" 0 0 6
"30621" "a" "song" "about" 0 0 6
"30622" "much" "and" "i" 0 0 3
"30623" "much" "i" "love" 0 0 3
"30624" "much" "much" "more" 0 0 3
"30625" "much" "my" "friend" 0 0 3
"30626" "much" "to" "ask" 0 0 3
"30627" "give" "me" "hope" 0 0 2
"30628" "much" "work" "to" 0 0 3
"30629" "music" "this" "is" 0 0 3
"30630" "your" "hand" "in" 0 0 2
"30631" "my" "apolog" "for" 0 0 3
"30632" "my" "ass" "off" 0 0 3
"30633" "my" "birthday" "is" 0 0 3
"30634" "my" "brain" "is" 0 0 3
"30635" "my" "cousin" "is" 0 0 3
"30636" "given" "the" "chanc" 0 0 2
"30637" "my" "dog" "is" 0 0 3
"30638" "glad" "i" "got" 0 0 2
"30639" "my" "favorit" "quot" 0 0 3
"30640" "are" "you" "come" 0 0 6
"30641" "my" "hair" "is" 0 0 3
