"gram1" "gram2" "gram3" "target" "newsFreq" "blogFreq" "twitterFreq"
"9677" "in" "the" "morn" "i" 0 0 2
"9678" "in" "the" "new" "year" 0 0 2
"9679" "in" "the" "next" "room" 0 0 2
"9680" "to" "the" "gymgo" "to" 0 0 2
"9681" "in" "the" "pour" "rain" 0 0 2
"9682" "in" "the" "right" "lane" 0 0 2
"9683" "to" "think" "about" "what" 0 0 2
"9684" "to" "wake" "up" "so" 0 0 2
"9685" "in" "the" "studio" "work" 0 0 2
"9686" "in" "the" "th" "quarter" 0 0 2
"9687" "in" "the" "th" "round" 0 0 2
"9688" "to" "win" "is" "vinc" 0 0 2
"9689" "in" "the" "world" "to" 0 0 2
"9690" "in" "this" "world" "i" 0 0 2
"9691" "to" "work" "this" "morn" 0 0 2
"9692" "in" "troubl" "so" "i" 0 0 2
"9693" "in" "your" "life" "you" 0 0 2
"9694" "to" "you" "this" "week" 0 0 2
"9695" "internet" "is" "a" "great" 0 0 2
"9696" "interview" "you" "and" "on" 0 0 2
"9697" "today" "for" "a" "free" 0 0 2
"9698" "is" "a" "great" "place" 0 0 2
"9699" "need" "to" "talk" "to" 0 0 2
"9700" "is" "about" "to" "get" 0 0 2
"9701" "today" "is" "nation" "high" 0 0 2
"9702" "is" "amaz" "and" "i" 0 0 2
"9703" "is" "bet" "on" "the" 0 0 2
"9704" "never" "stop" "tri" "to" 0 0 2
"9705" "new" "way" "to" "be" 0 0 2
"9706" "is" "close" "to" "the" 0 0 2
"9707" "is" "crazi" "but" "here" 0 0 2
"9708" "is" "for" "all" "the" 0 0 2
"9709" "is" "get" "readi" "to" 0 0 2
"9710" "is" "go" "to" "the" 0 0 2
"9711" "too" "pretti" "to" "be" 0 0 2
"9712" "toothbrush" "express" "offer" "great" 0 0 2
"9713" "is" "in" "full" "swing" 0 0 2
"9714" "is" "it" "bad" "that" 0 0 2
"9715" "treat" "me" "like" "a" 0 0 2
"9716" "is" "it" "pathet" "that" 0 0 2
"9717" "tri" "it" "i" "dont" 0 0 2
"9718" "is" "it" "weird" "to" 0 0 2
"9719" "tri" "to" "be" "nice" 0 0 2
"9720" "tri" "to" "be" "with" 0 0 2
"9721" "not" "at" "the" "moment" 0 0 2
"9722" "you" "know" "you" "have" 0 0 2
"9723" "you" "learn" "someth" "new" 0 0 2
"9724" "tri" "to" "focus" "on" 0 0 2
"9725" "tri" "to" "get" "him" 0 0 2
"9726" "tri" "to" "get" "on" 0 0 2
"9727" "tri" "to" "get" "to" 0 0 2
"9728" "tri" "to" "go" "to" 0 0 2
"9729" "is" "piss" "me" "off" 0 0 2
"9730" "tri" "to" "show" "a" 0 0 2
"9731" "tune" "in" "at" "am" 0 0 2
"9732" "tweet" "for" "a" "while" 0 0 2
"9733" "tweet" "goe" "out" "to" 0 0 2
"9734" "is" "talk" "about" "how" 0 0 2
"9735" "is" "talk" "about" "you" 0 0 2
"9736" "u" "are" "so" "right" 0 0 2
"9737" "u" "do" "i" "will" 0 0 2
"9738" "u" "follow" "me" "i" 0 0 2
"9739" "u" "have" "a" "good" 0 0 2
"9740" "is" "the" "cutest" "guy" 0 0 2
"9741" "now" "i" "feel" "like" 0 0 2
"9742" "is" "the" "first" "offici" 0 0 2
"9743" "u" "should" "follow" "me" 0 0 2
"9744" "u" "thank" "u" "for" 0 0 2
"9745" "uh" "huh" "uh" "huh" 0 0 2
"9746" "number" "so" "call" "me" 0 0 2
"9747" "until" "the" "veri" "last" 0 0 2
"9748" "up" "and" "we" "can" 0 0 2
"9749" "up" "at" "in" "the" 0 0 2
"9750" "up" "check" "it" "out" 0 0 2
"9751" "of" "my" "alltim" "favorit" 0 0 2
"9752" "up" "to" "him" "and" 0 0 2
"9753" "you" "want" "to" "win" 0 0 2
"9754" "up" "to" "no" "good" 0 0 2
"9755" "of" "that" "so" "it" 0 0 2
"9756" "of" "the" "day" "do" 0 0 2
"9757" "you" "will" "be" "treat" 0 0 2
"9758" "of" "the" "day" "we" 0 0 2
"9759" "of" "the" "most" "amaz" 0 0 2
"9760" "it" "a" "beauti" "day" 0 0 2
"9761" "your" "about" "to" "get" 0 0 2
"9762" "know" "what" "i" "meant" 0 0 2
"9763" "use" "to" "excit" "me" 0 0 2
"9764" "use" "to" "have" "a" 0 0 2
"9765" "use" "to" "listen" "to" 0 0 2
"9766" "oh" "yeah" "becaus" "it" 0 0 2
"9767" "veri" "proud" "to" "be" 0 0 2
"9768" "oh" "you" "are" "so" 0 0 2
"9769" "visit" "wwwradiotagrcomwfuv" "to" "tag" 0 0 2
"9770" "wait" "for" "that" "one" 0 0 2
"9771" "wait" "for" "this" "day" 0 0 2
"9772" "wait" "to" "get" "back" 0 0 2
"9773" "it" "doesnt" "matter" "if" 0 0 2
"9774" "it" "feel" "like" "a" 0 0 2
"9775" "it" "feel" "so" "good" 0 0 2
"9776" "wait" "to" "show" "you" 0 0 2
"9777" "wake" "up" "everi" "morn" 0 0 2
"9778" "wake" "up" "one" "day" 0 0 2
"9779" "on" "june" "nd" "at" 0 0 2
"9780" "when" "are" "you" "come" 0 0 2
"9781" "wanna" "go" "home" "and" 0 0 2
"9782" "on" "the" "bright" "side" 0 0 2
"9783" "it" "i" "hope" "so" 0 0 2
"9784" "want" "me" "to" "take" 0 0 2
"9785" "it" "if" "you" "can" 0 0 2
"9786" "want" "them" "to" "do" 0 0 2
"9787" "say" "a" "prayer" "for" 0 0 2
"9788" "the" "first" "offici" "day" 0 0 2
"9789" "want" "to" "be" "your" 0 0 2
"9790" "on" "the" "way" "you" 0 0 2
"9791" "it" "is" "what" "it" 0 0 2
"9792" "it" "just" "a" "matter" 0 0 2
"9793" "want" "to" "give" "me" 0 0 2
"9794" "want" "to" "go" "on" 0 0 2
"9795" "want" "to" "know" "more" 0 0 2
"9796" "you" "cant" "see" "it" 0 0 2
"9797" "want" "to" "marri" "you" 0 0 2
"9798" "the" "hashtag" "for" "the" 0 0 2
"9799" "the" "heck" "are" "you" 0 0 2
"9800" "where" "are" "all" "the" 0 0 2
"9801" "want" "to" "stab" "my" 0 0 2
"9802" "want" "to" "take" "a" 0 0 2
"9803" "like" "us" "on" "facebook" 0 0 2
"9804" "want" "to" "win" "is" 0 0 2
"9805" "want" "you" "to" "know" 0 0 2
"9806" "it" "still" "on" "my" 0 0 2
"9807" "it" "suppos" "to" "rain" 0 0 2
"9808" "it" "take" "to" "make" 0 0 2
"9809" "it" "that" "time" "again" 0 0 2
"9810" "was" "great" "meet" "you" 0 0 2
"9811" "it" "time" "for" "me" 0 0 2
"9812" "it" "time" "for" "some" 0 0 2
"9813" "was" "the" "best" "thing" 0 0 2
"9814" "look" "for" "the" "good" 0 0 2
"9815" "out" "of" "toilet" "paper" 0 0 2
"9816" "it" "took" "so" "long" 0 0 2
"9817" "watch" "my" "favorit" "movi" 0 0 2
"9818" "it" "was" "a" "fun" 0 0 2
"9819" "way" "better" "than" "the" 0 0 2
"9820" "way" "to" "start" "the" 0 0 2
"9821" "way" "we" "can" "get" 0 0 2
"9822" "it" "was" "good" "see" 0 0 2
"9823" "it" "was" "great" "meet" 0 0 2
"9824" "it" "was" "great" "see" 0 0 2
"9825" "the" "obama" "admin" "has" 0 0 2
"9826" "we" "are" "talk" "about" 0 0 2
"9827" "we" "are" "the" "onli" 0 0 2
"9828" "we" "cant" "wait" "to" 0 0 2
"9829" "we" "could" "be" "at" 0 0 2
"9830" "peopl" "who" "follow" "me" 0 0 2
"9831" "it" "when" "i" "see" 0 0 2
"9832" "we" "had" "a" "huge" 0 0 2
"9833" "persist" "conquer" "all" "thing" 0 0 2
"9834" "it" "will" "be" "on" 0 0 2
"9835" "it" "wont" "let" "me" 0 0 2
"9836" "we" "like" "to" "follow" 0 0 2
"9837" "it" "would" "mean" "alot" 0 0 2
"9838" "it" "would" "mean" "so" 0 0 2
"9839" "ive" "alway" "want" "to" 0 0 2
"9840" "ive" "ever" "seen" "in" 0 0 2
"9841" "johann" "wolfgang" "von" "goeth" 0 0 2
"9842" "join" "us" "for" "the" 0 0 2
"9843" "judg" "a" "fish" "by" 0 0 2
"9844" "we" "will" "see" "you" 0 0 2
"9845" "pleas" "tell" "me" "what" 0 0 2
"9846" "wednesday" "at" "the" "wallingford" 0 0 2
"9847" "pleas" "what" "kind" "of" 0 0 2
"9848" "week" "two" "more" "week" 0 0 2
"9849" "weekend" "start" "off" "right" 0 0 2
"9850" "just" "got" "back" "from" 0 0 2
"9851" "just" "got" "out" "of" 0 0 2
"9852" "well" "all" "float" "on" 0 0 2
"9853" "just" "kill" "it" "at" 0 0 2
"9854" "well" "that" "was" "a" 0 0 2
"9855" "just" "listen" "to" "a" 0 0 2
"9856" "were" "go" "to" "the" 0 0 2
"9857" "just" "saw" "the" "aveng" 0 0 2
"9858" "q" "how" "do" "you" 0 0 2
"9859" "were" "talk" "about" "a" 0 0 2
"9860" "were" "you" "when" "you" 0 0 2
"9861" "just" "wanna" "go" "home" 0 0 2
"9862" "what" "am" "i" "like" 0 0 2
"9863" "just" "want" "to" "remind" 0 0 2
"9864" "what" "are" "your" "favorit" 0 0 2
"9865" "what" "are" "your" "plan" 0 0 2
"9866" "what" "better" "way" "to" 0 0 2
"9867" "what" "do" "i" "need" 0 0 2
"9868" "keep" "my" "finger" "cross" 0 0 2
"9869" "what" "do" "you" "want" 0 0 2
"9870" "what" "do" "you" "wish" 0 0 2
"9871" "what" "ever" "happen" "to" 0 0 2
"9872" "realli" "need" "a" "new" 0 0 2
"9873" "know" "how" "bad" "i" 0 0 2
"9874" "know" "how" "i" "am" 0 0 2
"9875" "what" "i" "just" "said" 0 0 2
"9876" "what" "i" "was" "say" 0 0 2
"9877" "know" "i" "need" "to" 0 0 2
"9878" "what" "i" "would" "do" 0 0 2
"9879" "know" "if" "im" "readi" 0 0 2
"9880" "know" "if" "theyll" "be" 0 0 2
"9881" "know" "if" "u" "need" 0 0 2
"9882" "what" "is" "your" "greatest" 0 0 2
"9883" "would" "make" "my" "life" 0 0 2
"9884" "remind" "me" "to" "tell" 0 0 2
"9885" "know" "what" "it" "is" 0 0 2
"9886" "rest" "of" "my" "life" 0 0 2
"9887" "what" "on" "your" "mind" 0 0 2
"9888" "money" "cant" "buy" "happi" 0 0 2
"9889" "know" "when" "the" "next" 0 0 2
"9890" "what" "they" "are" "do" 0 0 2
"9891" "know" "where" "to" "start" 0 0 2
"9892" "what" "time" "it" "is" 0 0 2
"9893" "right" "now" "rt" "hey" 0 0 2
"9894" "ladi" "and" "gentlemen" "your" 0 0 2
"9895" "last" "as" "long" "as" 0 0 2
"9896" "last" "day" "of" "class" 0 0 2
"9897" "last" "day" "of" "summer" 0 0 2
"9898" "last" "night" "at" "the" 0 0 2
"9899" "what" "your" "name" "on" 0 0 2
"9900" "what" "your" "say" "is" 0 0 2
"9901" "much" "i" "realli" "appreci" 0 0 2
"9902" "lead" "the" "leagu" "in" 0 0 2
"9903" "when" "i" "find" "myself" 0 0 2
"9904" "when" "i" "have" "a" 0 0 2
"9905" "when" "i" "have" "my" 0 0 2
"9906" "when" "i" "saw" "the" 0 0 2
"9907" "when" "i" "say" "i" 0 0 2
"9908" "you" "as" "part" "of" 0 0 2
"9909" "say" "hi" "to" "the" 0 0 2
"9910" "when" "i" "wake" "up" 0 0 2
"9911" "when" "i" "was" "like" 0 0 2
"9912" "when" "i" "went" "to" 0 0 2
"9913" "let" "us" "help" "you" 0 0 2
"9914" "when" "she" "feel" "like" 0 0 2
"9915" "let" "us" "know" "when" 0 0 2
"9916" "when" "you" "find" "out" 0 0 2
"9917" "one" "of" "my" "alltim" 0 0 2
"9918" "like" "im" "go" "to" 0 0 2
"9919" "when" "you" "know" "you" 0 0 2
"9920" "like" "our" "facebook" "page" 0 0 2
"9921" "nation" "high" "five" "day" 0 0 2
"9922" "thought" "you" "were" "talk" 0 0 2
"9923" "where" "are" "you" "in" 0 0 2
"9924" "need" "a" "new" "twitter" 0 0 2
"9925" "listen" "to" "all" "of" 0 0 2
"9926" "listen" "to" "our" "music" 0 0 2
"9927" "live" "so" "far" "away" 0 0 2
"9928" "lol" "i" "love" "you" 0 0 2
"9929" "lol" "that" "what" "i" 0 0 2
"9930" "long" "as" "i" "get" 0 0 2
"9931" "long" "as" "they" "stay" 0 0 2
"9932" "look" "at" "me" "and" 0 0 2
"9933" "look" "for" "a" "good" 0 0 2
"9934" "whi" "doe" "it" "have" 0 0 2
"9935" "need" "to" "have" "a" 0 0 2
"9936" "look" "forward" "to" "an" 0 0 2
"9937" "look" "forward" "to" "learn" 0 0 2
"9938" "which" "is" "whi" "i" 0 0 2
"9939" "which" "one" "do" "you" 0 0 2
"9940" "look" "forward" "to" "this" 0 0 2
"9941" "while" "your" "at" "it" 0 0 2
"9942" "look" "in" "the" "mirror" 0 0 2
"9943" "to" "be" "a" "busi" 0 0 2
"9944" "look" "like" "you" "are" 0 0 2
"9945" "lot" "of" "think" "and" 0 0 2
"9946" "lot" "to" "me" "i" 0 0 2
"9947" "love" "him" "so" "much" 0 0 2
"9948" "who" "lost" "their" "live" 0 0 2
"9949" "love" "texa" "countri" "music" 0 0 2
"9950" "who" "wander" "are" "lost" 0 0 2
"9951" "smile" "on" "my" "face" 0 0 2
"9952" "love" "to" "hate" "the" 0 0 2
"9953" "whole" "life" "believ" "that" 0 0 2
"9954" "love" "to" "talk" "to" 0 0 2
"9955" "love" "you" "guy" "your" 0 0 2
"9956" "so" "happi" "for" "you" 0 0 2
"9957" "love" "you" "too" "and" 0 0 2
"9958" "love" "you" "with" "all" 0 0 2
"9959" "love" "you" "you" "are" 0 0 2
"9960" "mac" "and" "chees" "and" 0 0 2
"9961" "will" "be" "treat" "as" 0 0 2
"9962" "so" "i" "dont" "think" 0 0 2
"9963" "made" "the" "trip" "to" 0 0 2
"9964" "will" "melt" "your" "face" 0 0 2
"9965" "that" "i" "am" "up" 0 0 2
"9966" "win" "some" "but" "you" 0 0 2
"9967" "winner" "will" "be" "announc" 0 0 2
"9968" "so" "much" "better" "when" 0 0 2
"9969" "wish" "i" "could" "go" 0 0 2
"9970" "so" "much" "for" "follow" 0 0 2
"9971" "so" "much" "fun" "today" 0 0 2
"9972" "not" "have" "a" "good" 0 0 2
"9973" "to" "follow" "me" "on" 0 0 2
"9974" "wish" "i" "was" "attend" 0 0 2
"9975" "wish" "i" "wasnt" "so" 0 0 2
"9976" "so" "proud" "of" "my" 0 0 2
"9977" "with" "all" "my" "heart" 0 0 2
"9978" "with" "pie" "song" "written" 0 0 2
"9979" "me" "and" "i" "love" 0 0 2
"9980" "me" "but" "i" "would" 0 0 2
"9981" "me" "how" "to" "danc" 0 0 2
"9982" "me" "i" "love" "you" 0 0 2
"9983" "me" "if" "i" "was" 0 0 2
"9984" "wonder" "if" "this" "is" 0 0 2
"9985" "to" "get" "you" "a" 0 0 2
"9986" "me" "know" "if" "i" 0 0 2
"9987" "me" "know" "if" "u" 0 0 2
"9988" "me" "know" "when" "the" 0 0 2
"9989" "that" "will" "make" "you" 0 0 2
"9990" "me" "that" "my" "goal" 0 0 2
"9991" "workshop" "start" "at" "am" 0 0 2
"9992" "me" "to" "look" "at" 0 0 2
"9993" "me" "to" "tell" "you" 0 0 2
"9994" "me" "too" "but" "i" 0 0 2
"9995" "worm" "but" "the" "second" 0 0 2
"9996" "mean" "you" "stop" "believ" 0 0 2
"9997" "would" "follow" "me" "that" 0 0 2
"9998" "meet" "you" "too" "it" 0 0 2
"9999" "mention" "us" "in" "a" 0 0 2
"10000" "met" "a" "lot" "of" 0 0 2
"10001" "soup" "of" "the" "day" 0 0 2
"10002" "might" "say" "i" "dont" 0 0 2
"10003" "might" "win" "some" "but" 0 0 2
"10004" "the" "best" "peopl" "in" 0 0 2
"10005" "would" "mean" "so" "much" 0 0 2
"10006" "would" "you" "rather" "have" 0 0 2
"10007" "moment" "when" "you" "realiz" 0 0 2
"10008" "monday" "to" "talk" "about" 0 0 2
"10009" "the" "boston" "red" "sox" 0 0 2
"10010" "more" "follow" "till" "i" 0 0 2
"10011" "more" "import" "than" "ever" 0 0 2
"10012" "yeah" "that" "what" "i" 0 0 2
"10013" "morn" "i" "think" "i" 0 0 2
"10014" "most" "is" "how" "you" 0 0 2
"10015" "yes" "it" "is" "good" 0 0 2
"10016" "most" "oral" "care" "product" 0 0 2
"10017" "mother" "day" "to" "my" 0 0 2
"10018" "mother" "day" "to" "the" 0 0 2
"10019" "such" "a" "beauti" "day" 0 0 2
"10020" "much" "better" "than" "this" 0 0 2
"10021" "much" "better" "when" "im" 0 0 2
"10022" "rt" "i" "think" "we" 0 0 2
"10023" "you" "are" "invit" "to" 0 0 2
"10024" "much" "to" "do" "to" 0 0 2
"10025" "you" "are" "such" "an" 0 0 2
"10026" "my" "best" "not" "to" 0 0 2
"10027" "my" "favorit" "thing" "in" 0 0 2
"10028" "sure" "to" "watch" "the" 0 0 2
"10029" "want" "more" "but" "im" 0 0 2
"10030" "you" "can" "make" "a" 0 0 2
"10031" "you" "can" "run" "to" 0 0 2
"10032" "take" "all" "of" "my" 0 0 2
"10033" "you" "can" "tell" "a" 0 0 2
"10034" "to" "tag" "this" "song" 0 0 2
"10035" "my" "way" "to" "see" 0 0 2
"10036" "you" "cant" "have" "a" 0 0 2
"10037" "talk" "shit" "stop" "talk" 0 0 2
"10038" "see" "if" "we" "can" 0 0 2
"10039" "see" "it" "again" "for" 0 0 2
"10040" "teach" "me" "how" "to" 0 0 2
"10041" "you" "did" "they" "sincer" 0 0 2
"10042" "tear" "as" "in" "tear" 0 0 2
"10043" "you" "do" "to" "help" 0 0 2
"10044" "need" "a" "littl" "help" 0 0 2
"10045" "or" "do" "you" "go" 0 0 2
"10046" "need" "some" "in" "my" 0 0 2
"10047" "tell" "you" "about" "my" 0 0 2
"10048" "you" "dont" "like" "it" 0 0 2
"10049" "need" "to" "be" "the" 0 0 2
"10050" "th" "pick" "in" "the" 0 0 2
"10051" "you" "fall" "in" "love" 0 0 2
"10052" "need" "to" "get" "his" 0 0 2
"10053" "need" "to" "get" "my" 0 0 2
"10054" "need" "to" "get" "out" 0 0 2
"10055" "you" "for" "all" "you" 0 0 2
"10056" "out" "of" "the" "busi" 0 0 2
"10057" "need" "to" "hurri" "up" 0 0 2
"10058" "need" "to" "know" "in" 0 0 2
"10059" "need" "to" "make" "a" 0 0 2
"10060" "need" "to" "plan" "a" 0 0 2
"10061" "need" "to" "stop" "this" 0 0 2
"10062" "need" "to" "stop" "watch" 0 0 2
"10063" "today" "hope" "will" "get" 0 0 2
"10064" "you" "go" "to" "and" 0 0 2
"10065" "need" "to" "wake" "up" 0 0 2
"10066" "never" "do" "anyth" "for" 0 0 2
"10067" "never" "mind" "just" "tri" 0 0 2
"10068" "thank" "for" "the" "idea" 0 0 2
"10069" "thank" "for" "the" "invit" 0 0 2
"10070" "next" "best" "thing" "to" 0 0 2
"10071" "you" "have" "a" "link" 0 0 2
"10072" "next" "time" "i" "see" 0 0 2
"10073" "next" "to" "me" "at" 0 0 2
"10074" "next" "year" "and" "will" 0 0 2
"10075" "night" "we" "had" "a" 0 0 2
"10076" "no" "matter" "how" "mani" 0 0 2
"10077" "no" "matter" "where" "u" 0 0 2
"10078" "no" "one" "care" "about" 0 0 2
"10079" "no" "one" "els" "has" 0 0 2
"10080" "no" "one" "will" "ever" 0 0 2
"10081" "you" "know" "is" "in" 0 0 2
"10082" "you" "know" "of" "ani" 0 0 2
"10083" "you" "know" "of" "anyon" 0 0 2
"10084" "you" "know" "we" "are" 0 0 2
"10085" "that" "great" "to" "hear" 0 0 2
"10086" "the" "season" "final" "of" 0 0 2
"10087" "pleas" "it" "would" "mean" 0 0 2
"10088" "you" "might" "as" "well" 0 0 2
"10089" "you" "might" "win" "some" 0 0 2
"10090" "not" "enough" "we" "must" 0 0 2
"10091" "you" "need" "to" "know" 0 0 2
"10092" "you" "need" "to" "make" 0 0 2
"10093" "pm" "we" "will" "be" 0 0 2
"10094" "not" "have" "a" "job" 0 0 2
"10095" "not" "much" "new" "here" 0 0 2
"10096" "you" "run" "out" "of" 0 0 2
"10097" "not" "sure" "this" "is" 0 0 2
"10098" "not" "sure" "what" "time" 0 0 2
"10099" "you" "stop" "breath" "just" 0 0 2
"10100" "you" "that" "your" "not" 0 0 2
"10101" "you" "think" "about" "it" 0 0 2
"10102" "noth" "better" "than" "a" 0 0 2
"10103" "you" "think" "i" "can" 0 0 2
"10104" "noth" "wrong" "with" "be" 0 0 2
"10105" "u" "have" "to" "be" 0 0 2
"10106" "you" "to" "all" "of" 0 0 2
"10107" "now" "or" "is" "it" 0 0 2
"10108" "now" "such" "a" "great" 0 0 2
"10109" "now" "that" "it" "the" 0 0 2
"10110" "to" "go" "get" "some" 0 0 2
"10111" "you" "too" "hope" "you" 0 0 2
"10112" "of" "cours" "i" "mean" 0 0 2
"10113" "of" "donut" "do" "the" 0 0 2
"10114" "that" "you" "dont" "need" 0 0 2
"10115" "that" "you" "have" "a" 0 0 2
"10116" "you" "want" "to" "learn" 0 0 2
"10117" "the" "air" "doesnt" "mean" 0 0 2
"10118" "realli" "want" "to" "do" 0 0 2
"10119" "the" "awkward" "moment" "when" 0 0 2
"10120" "up" "with" "all" "the" 0 0 2
"10121" "the" "best" "day" "of" 0 0 2
"10122" "the" "best" "of" "me" 0 0 2
"10123" "you" "will" "never" "be" 0 0 2
"10124" "of" "the" "rest" "of" 0 0 2
"10125" "red" "hot" "chili" "pepper" 0 0 2
"10126" "there" "we" "have" "a" 0 0 2
"10127" "of" "what" "they" "want" 0 0 2
"10128" "off" "right" "go" "to" 0 0 2
"10129" "oh" "no" "you" "didnt" 0 0 2
"10130" "right" "go" "to" "wwwmassagedccom" 0 0 2
"10131" "oh" "yeah" "i" "saw" 0 0 2
"10132" "the" "chang" "you" "want" 0 0 2
"10133" "your" "one" "of" "my" 0 0 2
"10134" "old" "were" "you" "when" 0 0 2
"10135" "omg" "i" "just" "got" 0 0 2
"10136" "omg" "omg" "omg" "omg" 0 0 2
"10137" "on" "a" "day" "that" 0 0 2
"10138" "on" "a" "field" "trip" 0 0 2
"10139" "the" "delici" "dessert" "are" 0 0 2
"10140" "the" "differ" "between" "a" 0 0 2
"10141" "rt" "how" "do" "you" 0 0 2
"10142" "on" "itun" "right" "now" 0 0 2
"10143" "such" "thing" "as" "a" 0 0 2
"10144" "rt" "i" "want" "a" 0 0 2
"10145" "walk" "up" "to" "a" 0 0 2
"10146" "the" "fact" "that" "we" 0 0 2
"10147" "rt" "who" "win" "the" 0 0 2
"10148" "on" "the" "list" "for" 0 0 2
"10149" "the" "first" "basebal" "game" 0 0 2
"10150" "saw" "myself" "in" "the" 0 0 2
"10151" "this" "is" "for" "all" 0 0 2
"10152" "when" "i" "see" "peopl" 0 0 2
"10153" "say" "i" "dont" "care" 0 0 2
"10154" "the" "follow" "we" "love" 0 0 2
"10155" "the" "fourth" "be" "with" 0 0 2
"10156" "on" "this" "date" "in" 0 0 2
"10157" "on" "this" "day" "of" 0 0 2
"10158" "on" "wednesday" "at" "the" 0 0 2
"10159" "to" "talk" "to" "me" 0 0 2
"10160" "talk" "to" "u" "in" 0 0 2
"10161" "the" "hang" "of" "this" 0 0 2
"10162" "see" "store" "for" "detail" 0 0 2
"10163" "thought" "it" "was" "hilari" 0 0 2
"10164" "thought" "this" "was" "the" 0 0 2
"10165" "tell" "me" "how" "it" 0 0 2
"10166" "where" "are" "you" "go" 0 0 2
"10167" "see" "what" "i" "did" 0 0 2
"10168" "or" "just" "call" "me" 0 0 2
"10169" "order" "a" "copi" "of" 0 0 2
"10170" "our" "heart" "go" "out" 0 0 2
"10171" "the" "locat" "of" "the" 0 0 2
"10172" "out" "have" "a" "great" 0 0 2
"10173" "out" "into" "the" "world" 0 0 2
"10174" "the" "madmen" "season" "premier" 0 0 2
"10175" "the" "main" "reason" "i" 0 0 2
"10176" "out" "of" "my" "way" 0 0 2
"10177" "send" "you" "anoth" "email" 0 0 2
"10178" "time" "to" "take" "a" 0 0 2
"10179" "the" "mission" "of" "the" 0 0 2
"10180" "out" "on" "behalf" "of" 0 0 2
"10181" "out" "on" "the" "town" 0 0 2
"10182" "the" "mother" "of" "all" 0 0 2
"10183" "out" "to" "all" "the" 0 0 2
"10184" "the" "new" "year" "off" 0 0 2
"10185" "to" "ask" "you" "someth" 0 0 2
"10186" "who" "am" "i" "to" 0 0 2
"10187" "over" "to" "for" "the" 0 0 2
"10188" "pen" "let" "go" "pen" 0 0 2
"10189" "we" "are" "look" "for" 0 0 2
"10190" "show" "up" "for" "a" 0 0 2
"10191" "peopl" "if" "you" "dont" 0 0 2
"10192" "peopl" "in" "this" "world" 0 0 2
"10193" "peopl" "they" "didnt" "name" 0 0 2
"10194" "tonight" "one" "of" "the" 0 0 2
"10195" "peopl" "who" "have" "the" 0 0 2
"10196" "perform" "you" "dont" "want" 0 0 2
"10197" "the" "price" "is" "right" 0 0 2
"10198" "phone" "do" "you" "have" 0 0 2
"10199" "phone" "is" "about" "to" 0 0 2
"10200" "we" "interview" "you" "and" 0 0 2
"10201" "pie" "song" "written" "about" 0 0 2
"10202" "plan" "a" "trip" "to" 0 0 2
"10203" "plan" "in" "my" "life" 0 0 2
"10204" "plan" "to" "watch" "the" 0 0 2
"10205" "play" "on" "the" "radio" 0 0 2
"10206" "the" "same" "time" "i" 0 0 2
"10207" "we" "should" "tri" "to" 0 0 2
"10208" "tri" "to" "catch" "up" 0 0 2
"10209" "the" "second" "mous" "get" 0 0 2
"10210" "the" "secret" "to" "the" 0 0 2
"10211" "the" "sourc" "of" "your" 0 0 2
"10212" "pm" "hope" "to" "see" 0 0 2
"10213" "pm" "it" "go" "to" 0 0 2
"10214" "that" "live" "in" "the" 0 0 2
"10215" "price" "to" "pay" "for" 0 0 2
"10216" "tri" "to" "make" "this" 0 0 2
"10217" "the" "thing" "i" "had" 0 0 2
"10218" "proud" "to" "be" "a" 0 0 2
"10219" "put" "in" "a" "good" 0 0 2
"10220" "put" "them" "in" "my" 0 0 2
"10221" "put" "your" "arm" "around" 0 0 2
"10222" "the" "way" "you" "think" 0 0 2
"10223" "the" "winner" "of" "the" 0 0 2
"10224" "question" "is" "what" "do" 0 0 2
"10225" "quot" "of" "the" "day" 0 0 2
"10226" "what" "a" "great" "way" 0 0 2
"10227" "read" "fifti" "shade" "of" 0 0 2
"10228" "readi" "for" "the" "holiday" 0 0 2
"10229" "readi" "for" "the" "next" 0 0 2
"10230" "readi" "for" "the" "show" 0 0 2
"10231" "that" "whi" "it" "call" 0 0 2
"10232" "there" "all" "the" "time" 0 0 2
"10233" "realli" "enjoy" "read" "your" 0 0 2
"10234" "some" "peopl" "hate" "you" 0 0 2
"10235" "realli" "go" "to" "miss" 0 0 2
"10236" "there" "have" "been" "so" 0 0 2
"10237" "realli" "need" "to" "stop" 0 0 2
"10238" "realli" "realli" "realli" "want" 0 0 2
"10239" "sometim" "the" "onli" "thing" 0 0 2
"10240" "realli" "want" "to" "get" 0 0 2
"10241" "realli" "want" "to" "see" 0 0 2
"10242" "realli" "well" "i" "have" 0 0 2
"10243" "realli" "wish" "i" "had" 0 0 2
"10244" "there" "noth" "wrong" "with" 0 0 2
"10245" "reason" "rock" "n" "roller" 0 0 2
"10246" "to" "jam" "out" "to" 0 0 2
"10247" "spread" "the" "word" "thank" 0 0 2
"10248" "st" "gym" "octob" "nd" 0 0 2
"10249" "report" "that" "we" "have" 0 0 2
"10250" "what" "make" "you" "beauti" 0 0 2
"10251" "station" "is" "where" "a" 0 0 2
"10252" "stay" "tune" "to" "for" 0 0 2
"10253" "right" "now" "if" "you" 0 0 2
"10254" "thing" "that" "i" "hate" 0 0 2
"10255" "right" "now" "love" "it" 0 0 2
"10256" "right" "now" "on" "the" 0 0 2
