"gram1" "gram2" "gram3" "target" "newsFreq" "blogFreq" "twitterFreq"
"9096" "peopl" "chang" "for" "the" 0 0 2
"9097" "peopl" "hate" "you" "becaus" 0 0 2
"9098" "get" "readi" "to" "hear" 0 0 2
"9099" "get" "someth" "to" "eat" 0 0 2
"9100" "get" "the" "word" "out" 0 0 2
"9101" "get" "the" "worm" "but" 0 0 2
"9102" "get" "tire" "of" "it" 0 0 2
"9103" "get" "to" "know" "you" 0 0 2
"9104" "girl" "in" "my" "life" 0 0 2
"9105" "girl" "is" "talk" "about" 0 0 2
"9106" "girl" "run" "the" "world" 0 0 2
"9107" "pickl" "i" "got" "pickl" 0 0 2
"9108" "girl" "you" "want" "your" 0 0 2
"9109" "give" "a" "fuck" "about" 0 0 2
"9110" "give" "it" "a" "go" 0 0 2
"9111" "give" "it" "up" "to" 0 0 2
"9112" "give" "me" "a" "call" 0 0 2
"9113" "play" "with" "my" "new" 0 0 2
"9114" "give" "up" "my" "dream" 0 0 2
"9115" "glad" "i" "could" "help" 0 0 2
"9116" "glad" "i" "made" "it" 0 0 2
"9117" "pleas" "tell" "ur" "friend" 0 0 2
"9118" "glad" "u" "like" "it" 0 0 2
"9119" "glad" "you" "could" "make" 0 0 2
"9120" "glad" "you" "like" "the" 0 0 2
"9121" "glad" "you" "like" "them" 0 0 2
"9122" "glad" "you" "made" "it" 0 0 2
"9123" "problem" "in" "my" "life" 0 0 2
"9124" "i" "miss" "him" "like" 0 0 2
"9125" "go" "buy" "someth" "for" 0 0 2
"9126" "go" "crazi" "right" "now" 0 0 2
"9127" "go" "follow" "if" "you" 0 0 2
"9128" "go" "pen" "let" "go" 0 0 2
"9129" "go" "to" "a" "gay" 0 0 2
"9130" "question" "do" "you" "have" 0 0 2
"9131" "go" "to" "be" "amaz" 0 0 2
"9132" "go" "to" "be" "at" 0 0 2
"9133" "read" "all" "of" "it" 0 0 2
"9134" "go" "to" "be" "on" 0 0 2
"9135" "go" "to" "bed" "soon" 0 0 2
"9136" "go" "to" "do" "it" 0 0 2
"9137" "go" "to" "do" "with" 0 0 2
"9138" "readi" "for" "you" "to" 0 0 2
"9139" "readi" "to" "go" "to" 0 0 2
"9140" "go" "to" "go" "to" 0 0 2
"9141" "realli" "excit" "to" "see" 0 0 2
"9142" "go" "to" "pick" "up" 0 0 2
"9143" "go" "to" "school" "tomorrow" 0 0 2
"9144" "go" "to" "see" "the" 0 0 2
"9145" "go" "to" "sleep" "soon" 0 0 2
"9146" "go" "to" "the" "movi" 0 0 2
"9147" "go" "to" "the" "one" 0 0 2
"9148" "go" "to" "the" "pool" 0 0 2
"9149" "go" "to" "work" "on" 0 0 2
"9150" "goal" "for" "today" "it" 0 0 2
"9151" "realli" "wish" "i" "was" 0 0 2
"9152" "goe" "out" "to" "all" 0 0 2
"9153" "gonna" "be" "a" "beauti" 0 0 2
"9154" "remind" "me" "i" "need" 0 0 2
"9155" "good" "all" "the" "time" 0 0 2
"9156" "good" "for" "you" "you" 0 0 2
"9157" "good" "luck" "to" "all" 0 0 2
"9158" "good" "luck" "to" "you" 0 0 2
"9159" "good" "see" "you" "too" 0 0 2
"9160" "good" "to" "be" "true" 0 0 2
"9161" "right" "now" "is" "a" 0 0 2
"9162" "good" "to" "have" "you" 0 0 2
"9163" "good" "to" "hear" "from" 0 0 2
"9164" "good" "to" "see" "again" 0 0 2
"9165" "right" "up" "your" "alley" 0 0 2
"9166" "got" "pickl" "i" "got" 0 0 2
"9167" "gotta" "big" "red" "cherri" 0 0 2
"9168" "gotta" "love" "texa" "countri" 0 0 2
"9169" "great" "catch" "up" "with" 0 0 2
"9170" "great" "meet" "you" "and" 0 0 2
"9171" "great" "meet" "you" "today" 0 0 2
"9172" "great" "peopl" "to" "follow" 0 0 2
"9173" "rt" "if" "u" "feel" 0 0 2
"9174" "rt" "thank" "for" "follow" 0 0 2
"9175" "great" "way" "to" "start" 0 0 2
"9176" "great" "week" "so" "far" 0 0 2
"9177" "gtfo" "of" "my" "face" 0 0 2
"9178" "guess" "he" "went" "to" 0 0 2
"9179" "guy" "are" "the" "best" 0 0 2
"9180" "guy" "ever" "i" "wish" 0 0 2
"9181" "guy" "to" "watch" "the" 0 0 2
"9182" "had" "a" "dream" "that" 0 0 2
"9183" "school" "year" "is" "almost" 0 0 2
"9184" "had" "a" "great" "weekend" 0 0 2
"9185" "second" "mous" "get" "the" 0 0 2
"9186" "had" "no" "idea" "that" 0 0 2
"9187" "had" "the" "best" "day" 0 0 2
"9188" "had" "the" "biggest" "crush" 0 0 2
"9189" "see" "it" "but" "you" 0 0 2
"9190" "had" "to" "do" "that" 0 0 2
"9191" "see" "the" "air" "doesnt" 0 0 2
"9192" "see" "the" "hunger" "game" 0 0 2
"9193" "happen" "for" "a" "reason" 0 0 2
"9194" "like" "to" "use" "to" 0 0 2
"9195" "happi" "birthday" "thank" "for" 0 0 2
"9196" "happi" "birthday" "to" "my" 0 0 2
"9197" "see" "you" "all" "there" 0 0 2
"9198" "happi" "birthday" "you" "are" 0 0 2
"9199" "happi" "father" "day" "to" 0 0 2
"9200" "seem" "to" "be" "obsess" 0 0 2
"9201" "seem" "to" "have" "work" 0 0 2
"9202" "seen" "you" "in" "a" 0 0 2
"9203" "happi" "st" "patti" "day" 0 0 2
"9204" "happi" "th" "of" "juli" 0 0 2
"9205" "happi" "thanksgiv" "to" "all" 0 0 2
"9206" "sent" "you" "a" "dm" 0 0 2
"9207" "happi" "to" "see" "the" 0 0 2
"9208" "set" "up" "for" "the" 0 0 2
"9209" "hard" "to" "believ" "it" 0 0 2
"9210" "shit" "i" "dont" "like" 0 0 2
"9211" "has" "bless" "us" "with" 0 0 2
"9212" "should" "i" "be" "concern" 0 0 2
"9213" "should" "not" "be" "allow" 0 0 2
"9214" "shout" "out" "have" "a" 0 0 2
"9215" "to" "be" "abraham" "lincoln" 0 0 2
"9216" "hate" "be" "lie" "to" 0 0 2
"9217" "show" "start" "at" "pm" 0 0 2
"9218" "have" "a" "blast" "at" 0 0 2
"9219" "side" "of" "the" "road" 0 0 2
"9220" "have" "a" "day" "off" 0 0 2
"9221" "smile" "for" "me" "daddi" 0 0 2
"9222" "have" "a" "fantast" "day" 0 0 2
"9223" "have" "a" "fantast" "weekend" 0 0 2
"9224" "have" "a" "good" "weekend" 0 0 2
"9225" "have" "a" "great" "birthday" 0 0 2
"9226" "so" "great" "to" "see" 0 0 2
"9227" "have" "a" "short" "meet" 0 0 2
"9228" "so" "happi" "that" "i" 0 0 2
"9229" "have" "a" "way" "of" 0 0 2
"9230" "have" "a" "wonder" "weekend" 0 0 2
"9231" "have" "ani" "lunch" "money" 0 0 2
"9232" "so" "i" "can" "go" 0 0 2
"9233" "have" "been" "there" "for" 0 0 2
"9234" "have" "made" "it" "to" 0 0 2
"9235" "so" "i" "think" "your" 0 0 2
"9236" "have" "no" "idea" "who" 0 0 2
"9237" "so" "in" "love" "with" 0 0 2
"9238" "have" "so" "much" "homework" 0 0 2
"9239" "have" "so" "much" "to" 0 0 2
"9240" "ill" "be" "on" "the" 0 0 2
"9241" "have" "to" "be" "follow" 0 0 2
"9242" "have" "to" "check" "that" 0 0 2
"9243" "so" "much" "fun" "with" 0 0 2
"9244" "ill" "check" "it" "out" 0 0 2
"9245" "have" "to" "do" "that" 0 0 2
"9246" "have" "to" "get" "readi" 0 0 2
"9247" "have" "to" "put" "in" 0 0 2
"9248" "have" "to" "take" "that" 0 0 2
"9249" "have" "to" "talk" "to" 0 0 2
"9250" "have" "to" "tell" "me" 0 0 2
"9251" "so" "that" "i" "can" 0 0 2
"9252" "have" "to" "wake" "up" 0 0 2
"9253" "have" "you" "as" "part" 0 0 2
"9254" "have" "you" "check" "out" 0 0 2
"9255" "have" "you" "regist" "for" 0 0 2
"9256" "solut" "problem" "solut" "problem" 0 0 2
"9257" "havent" "seen" "it" "yet" 0 0 2
"9258" "some" "in" "my" "life" 0 0 2
"9259" "he" "is" "an" "amaz" 0 0 2
"9260" "he" "is" "the" "smartest" 0 0 2
"9261" "work" "out" "for" "ya" 0 0 2
"9262" "he" "was" "an" "amaz" 0 0 2
"9263" "he" "would" "follow" "me" 0 0 2
"9264" "hear" "more" "about" "it" 0 0 2
"9265" "heart" "go" "out" "to" 0 0 2
"9266" "hell" "is" "wrong" "with" 0 0 2
"9267" "help" "make" "a" "differ" 0 0 2
"9268" "her" "pleas" "what" "kind" 0 0 2
"9269" "here" "come" "the" "rain" 0 0 2
"9270" "here" "in" "chicago" "and" 0 0 2
"9271" "here" "my" "number" "so" 0 0 2
"9272" "here" "we" "are" "again" 0 0 2
"9273" "im" "so" "excit" "for" 0 0 2
"9274" "hey" "how" "are" "you" 0 0 2
"9275" "hey" "i" "heard" "you" 0 0 2
"9276" "hey" "i" "just" "met" 0 0 2
"9277" "hey" "thank" "for" "the" 0 0 2
"9278" "hi" "how" "are" "you" 0 0 2
"9279" "hit" "his" "largest" "nfl" 0 0 2
"9280" "hit" "us" "up" "for" 0 0 2
"9281" "still" "cant" "get" "over" 0 0 2
"9282" "hook" "me" "up" "with" 0 0 2
"9283" "stop" "breath" "just" "becaus" 0 0 2
"9284" "hope" "that" "you" "are" 0 0 2
"9285" "hope" "to" "hear" "from" 0 0 2
"9286" "hope" "to" "meet" "you" 0 0 2
"9287" "hope" "to" "see" "mani" 0 0 2
"9288" "hope" "to" "see" "u" 0 0 2
"9289" "hope" "to" "see" "ya" 0 0 2
"9290" "hope" "u" "feel" "better" 0 0 2
"9291" "such" "a" "good" "movi" 0 0 2
"9292" "hope" "you" "all" "have" 0 0 2
"9293" "hope" "you" "are" "enjoy" 0 0 2
"9294" "hope" "you" "are" "have" 0 0 2
"9295" "hope" "you" "enjoy" "your" 0 0 2
"9296" "hope" "you" "like" "it" 0 0 2
"9297" "sure" "know" "how" "to" 0 0 2
"9298" "sure" "to" "check" "it" 0 0 2
"9299" "hope" "your" "have" "a" 0 0 2
"9300" "in" "my" "opinion" "i" 0 0 2
"9301" "swear" "that" "i" "am" 0 0 2
"9302" "how" "are" "you" "feel" 0 0 2
"9303" "how" "are" "you" "go" 0 0 2
"9304" "how" "are" "you" "how" 0 0 2
"9305" "take" "the" "day" "off" 0 0 2
"9306" "how" "do" "u" "know" 0 0 2
"9307" "how" "do" "we" "creat" 0 0 2
"9308" "how" "do" "you" "get" 0 0 2
"9309" "how" "do" "you" "keep" 0 0 2
"9310" "taught" "me" "how" "to" 0 0 2
"9311" "how" "do" "you" "like" 0 0 2
"9312" "how" "have" "you" "been" 0 0 2
"9313" "how" "i" "can" "help" 0 0 2
"9314" "how" "it" "feel" "to" 0 0 2
"9315" "how" "long" "have" "you" 0 0 2
"9316" "how" "much" "have" "you" 0 0 2
"9317" "how" "much" "i" "love" 0 0 2
"9318" "how" "much" "i" "miss" 0 0 2
"9319" "how" "old" "are" "you" 0 0 2
"9320" "how" "old" "were" "you" 0 0 2
"9321" "how" "to" "use" "it" 0 0 2
"9322" "how" "you" "can" "get" 0 0 2
"9323" "how" "you" "do" "it" 0 0 2
"9324" "i" "absolut" "love" "it" 0 0 2
"9325" "thank" "for" "a" "great" 0 0 2
"9326" "i" "agre" "with" "you" 0 0 2
"9327" "i" "am" "a" "man" 0 0 2
"9328" "i" "am" "better" "than" 0 0 2
"9329" "i" "am" "follow" "u" 0 0 2
"9330" "i" "am" "here" "at" 0 0 2
"9331" "i" "am" "in" "a" 0 0 2
"9332" "i" "am" "look" "for" 0 0 2
"9333" "i" "am" "love" "the" 0 0 2
"9334" "thank" "for" "the" "add" 0 0 2
"9335" "is" "a" "lot" "of" 0 0 2
"9336" "thank" "for" "the" "blog" 0 0 2
"9337" "i" "am" "passion" "about" 0 0 2
"9338" "thank" "for" "the" "feedback" 0 0 2
"9339" "i" "am" "so" "readi" 0 0 2
"9340" "is" "better" "than" "that" 0 0 2
"9341" "thank" "for" "the" "peopl" 0 0 2
"9342" "i" "am" "up" "to" 0 0 2
"9343" "thank" "for" "your" "kind" 0 0 2
"9344" "i" "ask" "if" "i" 0 0 2
"9345" "i" "blame" "it" "on" 0 0 2
"9346" "thank" "u" "thank" "u" 0 0 2
"9347" "i" "can" "be" "your" 0 0 2
"9348" "thank" "you" "for" "help" 0 0 2
"9349" "i" "can" "feel" "it" 0 0 2
"9350" "i" "can" "get" "a" 0 0 2
"9351" "i" "can" "get" "my" 0 0 2
"9352" "thank" "you" "for" "share" 0 0 2
"9353" "i" "can" "help" "with" 0 0 2
"9354" "i" "can" "live" "with" 0 0 2
"9355" "i" "can" "tell" "it" 0 0 2
"9356" "i" "can" "watch" "the" 0 0 2
"9357" "is" "nation" "high" "five" 0 0 2
"9358" "i" "cant" "believ" "i" 0 0 2
"9359" "that" "i" "have" "a" 0 0 2
"9360" "i" "cant" "deni" "the" 0 0 2
"9361" "i" "cant" "do" "ani" 0 0 2
"9362" "i" "cant" "find" "my" 0 0 2
"9363" "i" "cant" "get" "enough" 0 0 2
"9364" "i" "cant" "hear" "you" 0 0 2
"9365" "that" "make" "you" "feel" 0 0 2
"9366" "i" "cant" "stop" "laugh" 0 0 2
"9367" "that" "my" "goal" "for" 0 0 2
"9368" "i" "cant" "wait" "till" 0 0 2
"9369" "i" "could" "be" "there" 0 0 2
"9370" "i" "could" "go" "to" 0 0 2
"9371" "i" "could" "have" "been" 0 0 2
"9372" "that" "the" "kind" "of" 0 0 2
"9373" "i" "couldnt" "be" "more" 0 0 2
"9374" "i" "did" "it" "was" 0 0 2
"9375" "i" "didnt" "but" "i" 0 0 2
"9376" "that" "what" "girl" "are" 0 0 2
"9377" "i" "didnt" "know" "that" 0 0 2
"9378" "i" "do" "in" "my" 0 0 2
"9379" "i" "do" "not" "want" 0 0 2
"9380" "i" "do" "not" "wish" 0 0 2
"9381" "i" "do" "what" "i" 0 0 2
"9382" "that" "will" "melt" "your" 0 0 2
"9383" "i" "dont" "care" "that" 0 0 2
"9384" "that" "would" "be" "funni" 0 0 2
"9385" "i" "dont" "even" "want" 0 0 2
"9386" "i" "dont" "get" "it" 0 0 2
"9387" "up" "the" "last" "of" 0 0 2
"9388" "i" "dont" "know" "i" 0 0 2
"9389" "the" "answer" "to" "the" 0 0 2
"9390" "i" "dont" "know" "where" 0 0 2
"9391" "is" "well" "with" "you" 0 0 2
"9392" "i" "dont" "like" "that" 0 0 2
"9393" "i" "dont" "like" "you" 0 0 2
"9394" "us" "a" "call" "today" 0 0 2
"9395" "us" "if" "you" "need" 0 0 2
"9396" "i" "dont" "think" "your" 0 0 2
"9397" "us" "know" "if" "you" 0 0 2
"9398" "i" "feel" "the" "same" 0 0 2
"9399" "i" "felt" "the" "same" 0 0 2
"9400" "i" "figur" "it" "was" 0 0 2
"9401" "i" "find" "myself" "want" 0 0 2
"9402" "i" "forgot" "to" "do" 0 0 2
"9403" "i" "fuck" "told" "you" 0 0 2
"9404" "i" "get" "back" "from" 0 0 2
"9405" "i" "get" "the" "feel" 0 0 2
"9406" "i" "get" "to" "hear" 0 0 2
"9407" "the" "day" "off" "and" 0 0 2
"9408" "i" "got" "done" "with" 0 0 2
"9409" "i" "got" "pickl" "i" 0 0 2
"9410" "i" "got" "the" "new" 0 0 2
"9411" "i" "got" "to" "see" 0 0 2
"9412" "the" "end" "of" "june" 0 0 2
"9413" "i" "guess" "it" "was" 0 0 2
"9414" "i" "had" "a" "dream" 0 0 2
"9415" "i" "had" "so" "much" 0 0 2
"9416" "it" "happi" "hour" "at" 0 0 2
"9417" "i" "had" "them" "in" 0 0 2
"9418" "the" "fact" "that" "you" 0 0 2
"9419" "i" "hate" "when" "i" 0 0 2
"9420" "i" "hate" "when" "im" 0 0 2
"9421" "i" "have" "a" "day" 0 0 2
"9422" "the" "first" "draft" "of" 0 0 2
"9423" "it" "in" "your" "hand" 0 0 2
"9424" "the" "first" "step" "toward" 0 0 2
"9425" "i" "have" "ever" "heard" 0 0 2
"9426" "want" "to" "do" "a" 0 0 2
"9427" "the" "fuck" "out" "of" 0 0 2
"9428" "i" "have" "lot" "of" 0 0 2
"9429" "the" "girl" "with" "the" 0 0 2
"9430" "the" "girl" "you" "want" 0 0 2
"9431" "i" "have" "not" "heard" 0 0 2
"9432" "the" "gymgo" "to" "the" 0 0 2
"9433" "i" "have" "to" "give" 0 0 2
"9434" "want" "to" "meet" "me" 0 0 2
"9435" "one" "thing" "you" "should" 0 0 2
"9436" "the" "hell" "is" "wrong" 0 0 2
"9437" "i" "havent" "been" "a" 0 0 2
"9438" "the" "kingdom" "of" "god" 0 0 2
"9439" "want" "to" "watch" "a" 0 0 2
"9440" "i" "havent" "heard" "of" 0 0 2
"9441" "i" "havent" "seen" "it" 0 0 2
"9442" "i" "havent" "seen" "you" 0 0 2
"9443" "i" "havent" "talk" "to" 0 0 2
"9444" "the" "love" "of" "my" 0 0 2
"9445" "i" "hope" "this" "time" 0 0 2
"9446" "i" "hope" "to" "see" 0 0 2
"9447" "the" "mani" "activ" "tweeter" 0 0 2
"9448" "i" "hope" "you" "feel" 0 0 2
"9449" "the" "mention" "of" "our" 0 0 2
"9450" "i" "hope" "you" "got" 0 0 2
"9451" "it" "to" "the" "top" 0 0 2
"9452" "the" "most" "part" "were" 0 0 2
"9453" "i" "just" "dont" "have" 0 0 2
"9454" "the" "new" "england" "patriot" 0 0 2
"9455" "i" "just" "fall" "asleep" 0 0 2
"9456" "the" "next" "best" "thing" 0 0 2
"9457" "the" "next" "few" "week" 0 0 2
"9458" "i" "just" "got" "out" 0 0 2
"9459" "i" "just" "got" "the" 0 0 2
"9460" "i" "just" "met" "you" 0 0 2
"9461" "the" "oldest" "bar" "in" 0 0 2
"9462" "i" "just" "said" "that" 0 0 2
"9463" "i" "just" "saw" "your" 0 0 2
"9464" "i" "just" "scream" "and" 0 0 2
"9465" "i" "just" "wanna" "go" 0 0 2
"9466" "the" "onli" "thing" "you" 0 0 2
"9467" "i" "know" "how" "you" 0 0 2
"9468" "i" "know" "i" "am" 0 0 2
"9469" "i" "know" "i" "cant" 0 0 2
"9470" "i" "know" "i" "do" 0 0 2
"9471" "i" "know" "i" "drive" 0 0 2
"9472" "i" "know" "i" "need" 0 0 2
"9473" "i" "know" "i" "was" 0 0 2
"9474" "i" "know" "the" "feel" 0 0 2
"9475" "i" "know" "what" "your" 0 0 2
"9476" "i" "know" "who" "you" 0 0 2
"9477" "i" "know" "you" "can" 0 0 2
"9478" "i" "like" "your" "new" 0 0 2
"9479" "i" "love" "it" "do" 0 0 2
"9480" "i" "love" "it" "i" 0 0 2
"9481" "i" "love" "listen" "to" 0 0 2
"9482" "i" "love" "me" "some" 0 0 2
"9483" "week" "i" "will" "be" 0 0 2
"9484" "i" "love" "you" "guy" 0 0 2
"9485" "i" "love" "you" "my" 0 0 2
"9486" "the" "th" "pick" "in" 0 0 2
"9487" "the" "theme" "of" "the" 0 0 2
"9488" "well" "at" "least" "they" 0 0 2
"9489" "i" "miss" "my" "friend" 0 0 2
"9490" "i" "miss" "u" "too" 0 0 2
"9491" "i" "miss" "you" "guy" 0 0 2
"9492" "i" "miss" "you" "to" 0 0 2
"9493" "i" "miss" "your" "face" 0 0 2
"9494" "i" "need" "a" "girl" 0 0 2
"9495" "i" "need" "a" "new" 0 0 2
"9496" "i" "need" "some" "in" 0 0 2
"9497" "the" "world" "will" "not" 0 0 2
"9498" "i" "need" "to" "see" 0 0 2
"9499" "i" "need" "to" "tweet" 0 0 2
"9500" "i" "onli" "have" "a" 0 0 2
"9501" "then" "i" "find" "out" 0 0 2
"9502" "there" "a" "link" "to" 0 0 2
"9503" "i" "realli" "appreci" "your" 0 0 2
"9504" "i" "realli" "dont" "want" 0 0 2
"9505" "i" "realli" "like" "that" 0 0 2
"9506" "i" "realli" "like" "the" 0 0 2
"9507" "i" "realli" "realli" "like" 0 0 2
"9508" "what" "girl" "are" "for" 0 0 2
"9509" "i" "saw" "one" "on" 0 0 2
"9510" "there" "is" "no" "such" 0 0 2
"9511" "there" "is" "noth" "like" 0 0 2
"9512" "i" "still" "dont" "know" 0 0 2
"9513" "i" "sure" "hope" "so" 0 0 2
"9514" "i" "the" "onli" "person" 0 0 2
"9515" "i" "think" "i" "am" 0 0 2
"9516" "i" "think" "i" "lost" 0 0 2
"9517" "i" "think" "i" "might" 0 0 2
"9518" "i" "think" "i" "saw" 0 0 2
"9519" "i" "think" "i" "want" 0 0 2
"9520" "what" "kind" "of" "donut" 0 0 2
"9521" "they" "have" "to" "play" 0 0 2
"9522" "they" "turn" "out" "to" 0 0 2
"9523" "they" "want" "to" "be" 0 0 2
"9524" "know" "what" "your" "do" 0 0 2
"9525" "i" "think" "u" "should" 0 0 2
"9526" "i" "think" "we" "are" 0 0 2
"9527" "i" "think" "we" "need" 0 0 2
"9528" "i" "think" "your" "gonna" 0 0 2
"9529" "know" "you" "can" "be" 0 0 2
"9530" "thing" "you" "should" "know" 0 0 2
"9531" "i" "thought" "she" "was" 0 0 2
"9532" "i" "thought" "was" "the" 0 0 2
"9533" "i" "told" "my" "dad" 0 0 2
"9534" "i" "use" "to" "be" 0 0 2
"9535" "i" "use" "to" "listen" 0 0 2
"9536" "i" "wake" "up" "everi" 0 0 2
"9537" "i" "wanna" "go" "home" 0 0 2
"9538" "think" "the" "same" "thing" 0 0 2
"9539" "i" "wanna" "see" "you" 0 0 2
"9540" "i" "want" "a" "cat" 0 0 2
"9541" "i" "want" "for" "my" 0 0 2
"9542" "i" "want" "is" "a" 0 0 2
"9543" "i" "want" "to" "ask" 0 0 2
"9544" "let" "go" "pen" "let" 0 0 2
"9545" "let" "me" "know" "your" 0 0 2
"9546" "i" "want" "to" "stab" 0 0 2
"9547" "this" "nigga" "need" "to" 0 0 2
"9548" "i" "want" "to" "throw" 0 0 2
"9549" "i" "was" "a" "bit" 0 0 2
"9550" "when" "u" "dont" "know" 0 0 2
"9551" "i" "was" "afraid" "of" 0 0 2
"9552" "thought" "id" "let" "you" 0 0 2
"9553" "i" "was" "in" "la" 0 0 2
"9554" "i" "was" "just" "think" 0 0 2
"9555" "i" "was" "like" "is" 0 0 2
"9556" "i" "was" "on" "the" 0 0 2
"9557" "i" "was" "told" "that" 0 0 2
"9558" "see" "the" "lucki" "one" 0 0 2
"9559" "i" "was" "wonder" "whi" 0 0 2
"9560" "time" "for" "some" "bbq" 0 0 2
"9561" "i" "went" "to" "see" 0 0 2
"9562" "i" "will" "be" "abl" 0 0 2
"9563" "i" "will" "be" "there" 0 0 2
"9564" "i" "will" "keep" "you" 0 0 2
"9565" "i" "wish" "he" "would" 0 0 2
"9566" "time" "to" "get" "some" 0 0 2
"9567" "time" "to" "hit" "the" 0 0 2
"9568" "time" "to" "make" "the" 0 0 2
"9569" "time" "to" "move" "on" 0 0 2
"9570" "i" "wont" "be" "there" 0 0 2
"9571" "id" "like" "to" "be" 0 0 2
"9572" "id" "like" "to" "learn" 0 0 2
"9573" "to" "a" "gay" "club" 0 0 2
"9574" "id" "never" "let" "you" 0 0 2
"9575" "to" "act" "like" "a" 0 0 2
"9576" "if" "i" "could" "do" 0 0 2
"9577" "if" "i" "get" "one" 0 0 2
"9578" "if" "i" "have" "a" 0 0 2
"9579" "look" "like" "a" "lot" 0 0 2
"9580" "if" "i" "make" "it" 0 0 2
"9581" "if" "i" "was" "on" 0 0 2
"9582" "if" "it" "doesnt" "work" 0 0 2
"9583" "if" "metta" "world" "peac" 0 0 2
"9584" "if" "someon" "has" "a" 0 0 2
"9585" "to" "be" "play" "some" 0 0 2
"9586" "who" "want" "to" "be" 0 0 2
"9587" "if" "you" "can" "help" 0 0 2
"9588" "if" "you" "cant" "be" 0 0 2
"9589" "if" "you" "cant" "get" 0 0 2
"9590" "if" "you" "cant" "handl" 0 0 2
"9591" "to" "break" "into" "the" 0 0 2
"9592" "will" "be" "good" "to" 0 0 2
"9593" "to" "chang" "the" "channel" 0 0 2
"9594" "to" "check" "out" "your" 0 0 2
"9595" "if" "you" "know" "of" 0 0 2
"9596" "if" "you" "love" "someon" 0 0 2
"9597" "if" "you" "make" "it" 0 0 2
"9598" "will" "make" "you" "a" 0 0 2
"9599" "to" "do" "this" "weekend" 0 0 2
"9600" "will" "never" "be" "the" 0 0 2
"9601" "so" "im" "tri" "to" 0 0 2
"9602" "to" "do" "with" "these" 0 0 2
"9603" "ill" "be" "back" "to" 0 0 2
"9604" "wish" "he" "would" "follow" 0 0 2
"9605" "ill" "be" "right" "over" 0 0 2
"9606" "wish" "i" "could" "have" 0 0 2
"9607" "to" "find" "the" "perfect" 0 0 2
"9608" "wish" "i" "had" "a" 0 0 2
"9609" "to" "follow" "me" "pleas" 0 0 2
"9610" "ill" "give" "you" "a" 0 0 2
"9611" "ill" "keep" "you" "post" 0 0 2
"9612" "ill" "let" "u" "know" 0 0 2
"9613" "ill" "tri" "to" "get" 0 0 2
"9614" "im" "a" "big" "fan" 0 0 2
"9615" "im" "a" "fan" "of" 0 0 2
"9616" "im" "a" "huge" "fan" 0 0 2
"9617" "im" "about" "to" "start" 0 0 2
"9618" "im" "follow" "you" "now" 0 0 2
"9619" "to" "get" "what" "i" 0 0 2
"9620" "im" "go" "to" "give" 0 0 2
"9621" "me" "know" "how" "i" 0 0 2
"9622" "im" "go" "to" "kick" 0 0 2
"9623" "im" "go" "to" "play" 0 0 2
"9624" "im" "go" "to" "scream" 0 0 2
"9625" "work" "on" "some" "new" 0 0 2
"9626" "im" "gonna" "get" "a" 0 0 2
"9627" "im" "here" "for" "you" 0 0 2
"9628" "im" "in" "love" "with" 0 0 2
"9629" "to" "have" "a" "better" 0 0 2
"9630" "im" "look" "for" "a" 0 0 2
"9631" "im" "not" "even" "an" 0 0 2
"9632" "to" "hear" "all" "about" 0 0 2
"9633" "to" "hear" "more" "about" 0 0 2
"9634" "to" "help" "spread" "the" 0 0 2
"9635" "im" "realli" "like" "the" 0 0 2
"9636" "to" "her" "pleas" "what" 0 0 2
"9637" "mi" "run" "with" "a" 0 0 2
"9638" "im" "so" "excit" "to" 0 0 2
"9639" "im" "so" "glad" "i" 0 0 2
"9640" "im" "so" "good" "at" 0 0 2
"9641" "im" "so" "happi" "that" 0 0 2
"9642" "im" "so" "im" "so" 0 0 2
"9643" "im" "so" "in" "love" 0 0 2
"9644" "im" "sorri" "i" "hope" 0 0 2
"9645" "im" "sorri" "this" "is" 0 0 2
"9646" "im" "still" "on" "the" 0 0 2
"9647" "to" "meet" "up" "with" 0 0 2
"9648" "im" "suppos" "to" "be" 0 0 2
"9649" "im" "surpris" "you" "havent" 0 0 2
"9650" "im" "tire" "of" "all" 0 0 2
"9651" "in" "a" "big" "way" 0 0 2
"9652" "in" "a" "good" "word" 0 0 2
"9653" "in" "a" "littl" "bit" 0 0 2
"9654" "in" "bed" "watch" "the" 0 0 2
"9655" "you" "all" "have" "a" 0 0 2
"9656" "in" "just" "a" "few" 0 0 2
"9657" "in" "like" "day" "and" 0 0 2
"9658" "in" "love" "with" "a" 0 0 2
"9659" "in" "love" "with" "somebodi" 0 0 2
"9660" "in" "love" "with" "this" 0 0 2
"9661" "to" "see" "you" "too" 0 0 2
"9662" "in" "my" "life" "that" 0 0 2
"9663" "in" "my" "life" "to" 0 0 2
"9664" "my" "friend" "and" "the" 0 0 2
"9665" "you" "can" "call" "me" 0 0 2
"9666" "in" "new" "york" "i" 0 0 2
"9667" "in" "or" "carri" "out" 0 0 2
"9668" "in" "san" "francisco" "this" 0 0 2
"9669" "in" "the" "best" "way" 0 0 2
"9670" "to" "take" "a" "lead" 0 0 2
"9671" "to" "take" "a" "shower" 0 0 2
"9672" "in" "the" "last" "hour" 0 0 2
"9673" "you" "cant" "see" "god" 0 0 2
"9674" "to" "the" "beasti" "boy" 0 0 2
"9675" "when" "you" "have" "so" 0 0 2
"9676" "you" "could" "make" "it" 0 0 2
